Baked Potatoes with crispy Bacon,Basilic ou persil frais
Baked Potatoes with crispy Bacon,1 gousse d'ail
Baked Potatoes with crispy Bacon,16 tranches de bacon fumé
Baked Potatoes with crispy Bacon,3 cuillères à soupe d'huile d'huile d'olive
Baked Potatoes with crispy Bacon,1 barquette de fromage frais
Blancs de poulet farcis aux champignons,1 gousse d’ail
Blancs de poulet farcis aux champignons,150g de champignons de paris
Blancs de poulet farcis aux champignons,2 c.s de fromage frais type St Môret
Blancs de poulet farcis aux champignons,Huile d’olive
Blancs de poulet farcis aux champignons,Persil
Blancs de poulet farcis aux champignons,2 blancs de poulet
blanquette de veau à l'ancienne!,20CL de créme
blanquette de veau à l'ancienne!,farine
blanquette de veau à l'ancienne!,25 cl d'eau
blanquette de veau à l'ancienne!,1 branche de céleri
blanquette de veau à l'ancienne!,"thym, laurier"
blanquette de veau à l'ancienne!,3 carottes
blanquette de veau à l'ancienne!,1 jus de citron
blanquette de veau à l'ancienne!,"1,2 kg de sauté de veau coupé en petits morceaux"
blanquette de veau à l'ancienne!,3 oignons
blanquette de veau à l'ancienne!,1 boite de champignons de paris
blanquette de veau à l'ancienne!,25 cl de vin blanc sec
blanquette de veau à l'ancienne!,"sel, poivre"
blanquette de veau à l'ancienne!,huile d'olive
blanquette de veau à l'ancienne!,1 jaune d'oeuf
Blé a la mexicaine,1 paquet d'émincé de poulet
Blé a la mexicaine,Cheddar
Blé a la mexicaine,Crème fraîche
Blé a la mexicaine,1 boite de haricot rouge
Blé a la mexicaine,1 tomate
Blé a la mexicaine,1/2 poivron
Blé a la mexicaine,Épices tex mex
Blé a la mexicaine,1/2 oignon
Boeuf à la mode provençale,2 carottes coupées
Boeuf à la mode provençale,1 courgette
Boeuf à la mode provençale,3 aubergines coupés en cube
Boeuf à la mode provençale,1CàS d'huile d'olive
Boeuf à la mode provençale,une pincée de piment d' espelette ( facultatif)
Boeuf à la mode provençale,2 gousse d'ail hachées
Boeuf à la mode provençale,50G de champignons de Paris frais et émincés ( facultatif)
Boeuf à la mode provençale,1/2poivrons ( rouge et vert ou jaune)
Boeuf à la mode provençale,1 bouquet garni
Boeuf à la mode provençale,200g de chair de tomates concassées
Boeuf à la mode provençale,500G de boeuf ( paleron)
Boeuf à la mode provençale,1 bouillon cube saveur boeuf
Boeuf à la mode provençale,20 cl de vin blanc sec ( facultatif)
Bol santé,sauce de soja
Bol santé,Sauce pour la viande :
Bol santé,sirop d'érable
Bol santé,cumin
Bol santé,1 patate douce
Bol santé,"Ebly (pâte,riz,quinoa) : 60g par personnes"
Bol santé,chili
Bol santé,"1 grosse escalope de porc (protéine de votre choix : viande,poisson,tofu …)"
Bol santé,4 champignon
Bol santé,gingembre
Bol santé,ail
Bol santé,2 carottes
Bol santé,huile d'olive
Bol santé,¼ de chou rouge
Bouchées de pommes de terre au camembert,15g de beurre ou 15 cl de crème
Bouchées de pommes de terre au camembert,1/2 camembert
Bouchées de pommes de terre au camembert,Ail semoule
Bouchées de pommes de terre au camembert,4 grosses pommes de terre
Bouchées de pommes de terre au camembert,8 fines tranches de bacon
Boulette surprise.,1 Steak haché. (frais ou décongelé)
Boulette surprise.,Fromage. (buche de chèvre)
Boulette surprise.,Sel
Boulette surprise.,Epices (facultatif)
Boulettes aux pois chiches et courgette,1 pomme de terre moyenne
Boulettes aux pois chiches et courgette,400g de pois chiches précuits
Boulettes aux pois chiches et courgette,huile d'olive
Boulettes aux pois chiches et courgette,1 grande courgette
Boulettes aux pois chiches et courgette,1 c à c de curry
Boulettes aux pois chiches et courgette,1/2 échalote
Boulettes aux pois chiches et courgette,sel
Boulettes aux pois chiches et courgette,chapelure
Boulettes de poulet au parmesan,2 cuillères à café de piment doux
Boulettes de poulet au parmesan,2 cuillères à café de persil
Boulettes de poulet au parmesan,4 blancs de poulet
Boulettes de poulet au parmesan,60 g de parmesan
Boulettes de poulet au parmesan,2 gousses d'ail
Boulettes de poulet au parmesan,Pour 6 boulettes par personne
Boulettes de poulet au parmesan,2 cuillères à café d'huile
Boulettes de thon pânées.,Aïl
Boulettes de thon pânées.,1 œuf
Boulettes de thon pânées.,Une conserve de thon
Boulettes de thon pânées.,Sel
Boulettes de thon pânées.,Chapelure
Boulettes de thon pânées.,Poivre
Boulettes de thon pânées.,Piment d'espelette (facultatif)
Boulettes de thon pânées.,Huile d'olive
Brick au poulet,6 feuilles de brick
Brick au poulet,200 g de filet de poulet
Brick au poulet,Poivre
Brick au poulet,1 blanc d'oeuf
Brick au poulet,50 cl de bouillon de volaille
Brick au poulet,Huile neutre
Brick au poulet,200 g de champignons de Paris
Brick au poulet,1/2 poivron rouge
Brick au poulet,ciboulette
Brick au poulet,75 g de mascarpone
Brick au poulet,Sel
Brick au poulet,Salade
Brick au thon,1 gros oignon
Brick au thon,Sel & Poivre
Brick au thon,Citron (le fruit ou industriel)
Brick au thon,1 grosse tomate
Brick au thon,Persil (facultatif)
Brick au thon,3 oeufs
Brick au thon,2 boites de thon
Brick au thon,Feuilles de brick
Brick au thon,Huile (pour friture)
"Brick de légumes, knackis et cheddar",1 oignon
"Brick de légumes, knackis et cheddar",4 feuilles de brick
"Brick de légumes, knackis et cheddar",2 carotte
"Brick de légumes, knackis et cheddar",4 tranches de cheddar
"Brick de légumes, knackis et cheddar",curry
"Brick de légumes, knackis et cheddar",sel/poivre
"Brick de légumes, knackis et cheddar",2 gousses d'ail
"Brick de légumes, knackis et cheddar",1 petit poivron rouge
"Brick de légumes, knackis et cheddar",1/2 courgette
"Brick de légumes, knackis et cheddar",4 saucisses knacki
"Bricks poulet, patates & curry",3 blancs de poulet
"Bricks poulet, patates & curry",3 patates
"Bricks poulet, patates & curry",2 c. à soupe de curry
"Bricks poulet, patates & curry",10 feuilles de bricks
"Bricks poulet, patates & curry",Oignon
"Bricks poulet, patates & curry","Sel, poivre"
"Bricks poulet, patates & curry",20 cl de crème fraîche
Brochettes de poulet sauce teriyaki,Graines de sésame
Brochettes de poulet sauce teriyaki,2 c.c de miel
Brochettes de poulet sauce teriyaki,5 cl de vinaigre de riz
Brochettes de poulet sauce teriyaki,1 filet de poulet
Brochettes de poulet sauce teriyaki,15 cl de sauce soja salé
Bruschetta,1 Mozzarella
Bruschetta,1 Gousse d'ail
Bruschetta,"Sel, poivre"
Bruschetta,Un peu de roquette
Bruschetta,4 tranches de jambon (de votre choix)
Bruschetta,Huile d'olive
Bruschetta,1 Tomate
Bruschetta,1 Ciabatta/baguette/pain
bruschetta tomate - mozza facile,- 4 tranche de jambon sec
bruschetta tomate - mozza facile,- quelques feuilles de basilic frais
bruschetta tomate - mozza facile,- 4 tomates
bruschetta tomate - mozza facile,-une boule de mozzarella
bruschetta tomate - mozza facile,-1 gousse d'ail
bruschetta tomate - mozza facile,- 4 tartines ( type baguette ciabiatta)
bruschetta tomate - mozza facile,- coulis de tomate
Bruschettas végétariennes,Persil
Bruschettas végétariennes,4 grandes tranches de pain
Bruschettas végétariennes,Huile d'olive
Bruschettas végétariennes,2 tomates
Bruschettas végétariennes,Chèvre
Bruschettas végétariennes,Ail (une gousse)
Bruschettas végétariennes,Graines de courge
Buddha Bowl,100g de Feta
Buddha Bowl,1/4 Concombre
Buddha Bowl,Pignons de pain
Buddha Bowl,Sel/Poivre
Buddha Bowl,1/4 Poivron rouge
Buddha Bowl,4 tomates cerise
Buddha Bowl,1/2 Citron
Buddha Bowl,5 cas d'huile d'olive
Buddha Bowl,Herbes de Provence
Buddha Bowl,250g de Boulgour
Buddha Bowl,1/2 Avocat
Burger à la crème de Thon,1 tomate
Burger à la crème de Thon,1 demi oignon rouge
Burger à la crème de Thon,Sel / Poivre
Burger à la crème de Thon,1 barquette de fromage frais type St-Moret
Burger à la crème de Thon,1 demi poivron
Burger à la crème de Thon,1 cuillère à soupe de crème fraîche légère
Burger à la crème de Thon,Jus de citron
Burger à la crème de Thon,1 boite de thon
Burger à la crème de Thon,4 pains burger
Burger à la crème de Thon,Salade type jeunes pousses ou autres
Burger St Nectaire-Moutarde,2 tranches de lard ou de bacon
Burger St Nectaire-Moutarde,1 feuille de salade
Burger St Nectaire-Moutarde,2 tranches de Saint-Nectaire
Burger St Nectaire-Moutarde,1/2 oignon
Burger St Nectaire-Moutarde,75 g de viande hachée
Burger St Nectaire-Moutarde,3 cuillères à café de moutarde à l'ancienne
Burger St Nectaire-Moutarde,1 pain à hamburger
Burger végétarien !! A tomber par terre !,1/2 avocat
Burger végétarien !! A tomber par terre !,70 gr de lentilles
Burger végétarien !! A tomber par terre !,Tranches des cheddar rouge
Burger végétarien !! A tomber par terre !,1 carotte
Burger végétarien !! A tomber par terre !,Pain pour burger
Burger végétarien !! A tomber par terre !,1 oignon rouge
Burger végétarien !! A tomber par terre !,1 oignon jaune
Burger végétarien !! A tomber par terre !,1 tomate
Burger végétarien !! A tomber par terre !,1/2 concombre
Burritos pour les nuls,- coulis de tomate
Burritos pour les nuls,- un pot de sauce Salsa Hot
Burritos pour les nuls,3 poivrons
Burritos pour les nuls,- quelques tranches de fromage cheddar
Burritos pour les nuls,- une petite boite d'haricot rouges
Burritos pour les nuls,Un paquet de crepes pour Wraps ( 6 crepes)
Burritos pour les nuls,-quelques feuilles de laitue
Burritos pour les nuls,100g de viande hachée
Burritos pour les nuls,- 2oignons
"Cake au thon simple, rapide et trop bon",1 grosse boîte de thon ( 300g )
"Cake au thon simple, rapide et trop bon",1 sachet de levure chimique
"Cake au thon simple, rapide et trop bon",10 cl de lait
"Cake au thon simple, rapide et trop bon",150g de farine
"Cake au thon simple, rapide et trop bon",10 cl d'huile ( d'olive ou autre )
"Cake au thon simple, rapide et trop bon",100g de gruyère râpé
"Cake au thon simple, rapide et trop bon",3 oeufs
"Cake courgettes, chèvre, miel",140g de chèvre frais (ou en bûche)
"Cake courgettes, chèvre, miel",6 cuillères à soupe de lait
"Cake courgettes, chèvre, miel",2 œufs
"Cake courgettes, chèvre, miel",1/2 courgette
"Cake courgettes, chèvre, miel",1 sachet de levure
"Cake courgettes, chèvre, miel",100g de farine
"Cake courgettes, chèvre, miel",2 cuillères à soupe de miel
"Cake courgettes, chèvre, miel",poivre
"Cake courgettes, chèvre, miel",2 cuillères à soupe d'huile d'olive
"Cake courgettes, chèvre, miel",sel
Cake Tomate/Poivron/Chorizo,1/2 Tomate (bien mûr)
Cake Tomate/Poivron/Chorizo,pincée de poivre
Cake Tomate/Poivron/Chorizo,4/5 petites tranches de Chorizo
Cake Tomate/Poivron/Chorizo,pincée de sel
Cake Tomate/Poivron/Chorizo,2 Oeufs
Cake Tomate/Poivron/Chorizo,6 Cuillères à soupe de lait
Cake Tomate/Poivron/Chorizo,2 Cuillère à soupe d'huile
Cake Tomate/Poivron/Chorizo,1 Sachet de levure
Cake Tomate/Poivron/Chorizo,100g de Farine
Cake Tomate/Poivron/Chorizo,1/4 de Poivron
Cake Tomate/Poivron/Chorizo,1 tout petit peu de beurre (pour tamisé le moule)
cannelloni au boeuf à l'ancienne,300 g de hachis au porc ou au bœuf
cannelloni au boeuf à l'ancienne,30 g de farine
cannelloni au boeuf à l'ancienne,250 cl de lait
cannelloni au boeuf à l'ancienne,40 g de beurre
cannelloni au boeuf à l'ancienne,gruyère râpé
cannelloni au boeuf à l'ancienne,1 boite de cannellonis
cannelloni au boeuf à l'ancienne,Pour la béchamel :
cannelloni au boeuf à l'ancienne,huile d'olive
cannelloni au boeuf à l'ancienne,piment en poudre
cannelloni au boeuf à l'ancienne,"sel, poivre"
cannelloni au boeuf à l'ancienne,1 boite de tomates concassées
Carbo revisitée,2 poivrons
Carbo revisitée,lardons
Carbo revisitée,la moitié de 25cl crème fraiche
Carbo revisitée,1/2 boite de tomate
Carbo revisitée,1 jeune d’œuf
Carbo revisitée,sel
Carbo revisitée,poivre
Carbo revisitée,1 oignon
carottes à l'indienne,moulue
carottes à l'indienne,une pincée de cumin
carottes à l'indienne,une pincée de curry
carottes à l'indienne,5 carottes
carottes à l'indienne,une pincée de gingembre
carottes à l'indienne,2oignons
carottes à l'indienne,1 orange
carottes à l'indienne,une pincée de curcuma
carottes à l'indienne,30G de beurre
Carottes et courgettes sauce curry,2 carottes
Carottes et courgettes sauce curry,Sel & Poivre
Carottes et courgettes sauce curry,Fromage râpé
Carottes et courgettes sauce curry,1 demi oignon
Carottes et courgettes sauce curry,1 courgette
Carottes et courgettes sauce curry,Curry
Carottes et courgettes sauce curry,Crème fraîche liquide
Carottes et courgettes sauce curry,Huile d'olive
carottes vichy,30g de beurre
carottes vichy,un bouillon cube ( légume ou volaille)
carottes vichy,1 Cà S de crème frâiche ( facultatif)
carottes vichy,une gousse d'ail
carottes vichy,1 petite cuillère de sucre en poudre
carottes vichy,6 carottes
carottes vichy,quelques feuilles de persil ou ciboulette
Carpaccio melon-concombre,"sel, poivre"
Carpaccio melon-concombre,1 cuillère à soupe de sauce soja sucrée
Carpaccio melon-concombre,1 dl de jus de tomate
Carpaccio melon-concombre,La sauce :
Carpaccio melon-concombre,1 melon
Carpaccio melon-concombre,1 concombre
Carpaccio melon-concombre,5 cl de jus de citron
Carpaccio melon-concombre,1 cuillère à soupe d'huile d'olive
Champignons farcis au fromage,- huile d'olive
Champignons farcis au fromage,- 50g de Saint-Moret light
Champignons farcis au fromage,- 15g de fromage de chèvre frais
Champignons farcis au fromage,- 8 gros champignons
Chausson aux poireaux et aux champignons,Beurre
Chausson aux poireaux et aux champignons,500g de champignons de Paris
Chausson aux poireaux et aux champignons,200g de fromage frais
Chausson aux poireaux et aux champignons,Pâte feuilletée
Chausson aux poireaux et aux champignons,2 poireaux
Chili con carne,1 petite boite de sauce tomate
Chili con carne,Huile d'olive
Chili con carne,- 1 boite de haricots rouges
Chili con carne,200g de riz blanc
Chili con carne,Chili en poudre
Chili con carne,200g de haricots rouge
Chili con carne,- du chili (épice)
Chili con carne,1 demi oignon
Chili con carne,- 200g de viande hachée
Chili con carne,1 petite boite de mais
Chili con carne,- 1 poivron rouge
Chili con carne,- 1 sauce tomate
Chili con carne,1 poivrons (ou 2 demi de couleur différente)
Chili con carne,- 1 boite de maïs
Chili con carne,4 tomates
Chili con carne,- 1 sachet de riz
Chili tandoori (végé),- Tandoori
Chili tandoori (végé),- Un poivron vert
Chili tandoori (végé),- Une brique de purée de tomates
Chili tandoori (végé),- Une boîte de haricot rouge (environ 220 gr)
Chili tandoori (végé),- Un gros oignon
Chili tandoori (végé),- Huile d'olive
Chili végé très facile,2 portions de riz
Chili végé très facile,1 poivron rouge
Chili végé très facile,1 poivron vert
Chili végé très facile,"Du sel, épices, à votre convenance"
Chili végé très facile,1 boîte de haricots rouges (250g)
Chili végé très facile,De la matière grasse pour le wok (beurre ou huile)
Chirashi maison,4 cuillerées à soupe de sucre
Chirashi maison,Sauce de soja
Chirashi maison,Citron vert
Chirashi maison,2 tasses de riz à sushi
Chirashi maison,1.5 cuillerées à café de sel
Chirashi maison,1/2 tasse de vinaigre de riz
Chirashi maison,2 avocats
Chirashi maison,Coriandre et menthe fraiches
Chirashi maison,1/3 de concombre
Chirashi maison,Gingembre frais
Chirashi maison,400 g de saumon
chou à l'italienne,1chou frisé
chou à l'italienne,50 g de gruyère râpé
chou à l'italienne,5 graines de cumin
chou à l'italienne,400 gr de viande hachée
chou à l'italienne,1/2 citron
chou à l'italienne,Poivre
chou à l'italienne,2 tomates
chou à l'italienne,Sel
chou à l'italienne,1 feuille de laurier
Coquillettes aux poireaux-lardons,des coquillettes
Coquillettes aux poireaux-lardons,1 gros poireau (ou 2 poireaux normaux)
Coquillettes aux poireaux-lardons,1 oignon
Coquillettes aux poireaux-lardons,10 ou 15 cl crème fraîche
Coquillettes aux poireaux-lardons,1 barquette de lardons =50gr
Coquillettes aux poireaux-lardons,(du beurre)
Coquillettes jambon chèvre,1/2 buche de chèvre
Coquillettes jambon chèvre,ketchup
Coquillettes jambon chèvre,2 tranches de jambon blanc
Coquillettes jambon chèvre,Coquillettes (environ 100g par personne)
Coquillettes sauce moutarde !,80g de coquillettes (si possible au blé complet)
Coquillettes sauce moutarde !,3 cs de crème soja
Coquillettes sauce moutarde !,1 cs de moutarde à l'ancienne
Cordon bleu de saumon au Roquefort,50 gr de chapelure
Cordon bleu de saumon au Roquefort,Du Roquefort
Cordon bleu de saumon au Roquefort,"Sel, poivre"
Cordon bleu de saumon au Roquefort,Huile d'arachide ou de tournesol
Cordon bleu de saumon au Roquefort,30 gr parmesan
Cordon bleu de saumon au Roquefort,2 tranches de jambon cru
Cordon bleu de saumon au Roquefort,15 gr de beurre
Cordon bleu de saumon au Roquefort,2 pavés de saumon
Cordon bleu maison,1 jaune d'oeuf
Cordon bleu maison,Du gruyère
Cordon bleu maison,Des cures dents
Cordon bleu maison,Chapelure
Cordon bleu maison,2 fines escalopes de dinde
Cordon bleu maison,2 tranches de bacon
courgette à la crème,curry
courgette à la crème,huile d'olive
courgette à la crème,muscade
courgette à la crème,300 g de crème
courgette à la crème,sel
courgette à la crème,1 courgette
courgette à la crème,poivre
courgette carbonara,2 petit oignon
courgette carbonara,Emmental (selon les goûts)
courgette carbonara,200 g de lardon
courgette carbonara,1 courgette
courgette carbonara,Huile d'olive
courgette carbonara,Sel & Poivre
courgette carbonara,Crème fraîche
Courgettes à la tomate,Thym
Courgettes à la tomate,Sel
Courgettes à la tomate,3 tomates
Courgettes à la tomate,2 courgettes
Courgettes à la tomate,Basilic
Courgettes à la tomate,2 gousses d'ail
Courgettes à la tomate,2 cs huile d'olive
Courgettes à la tomate,1 oignon
Courgettes et poivrons curry !,Une courgette
Courgettes et poivrons curry !,Curry
Courgettes et poivrons curry !,Crème liquide ou crème de soja
Courgettes et poivrons curry !,Huile d'olive
Courgettes et poivrons curry !,Un poivron (ou sinon vous pouvez en acheter en conserve et vous dosez comme vous voulez)
Courgettes et poivrons curry !,"Herbes type persil, ciboulette..."
Courgettes farcies ( sans four ),20cl de crème légère fluide
Courgettes farcies ( sans four ),Sel & Poivre
Courgettes farcies ( sans four ),Des lardons
Courgettes farcies ( sans four ),Une courgette ( assez grosse de préférence)
Courgettes farcies ( sans four ),Oignons
Courgettes farcies à la crème et aux lardons,4 courgettes
Courgettes farcies à la crème et aux lardons,Gruyère râpé
Courgettes farcies à la crème et aux lardons,200g lardons
Courgettes farcies à la crème et aux lardons,Crème fraîche
Courgettes farcies à la crème et aux lardons,1 gros oignon
COURGETTES FROMAGE/LARDON,Ail
COURGETTES FROMAGE/LARDON,2 Grosses courgettes
COURGETTES FROMAGE/LARDON,Poivre
COURGETTES FROMAGE/LARDON,Lardon
COURGETTES FROMAGE/LARDON,Gruyère
COURGETTES FROMAGE/LARDON,Crème fraîche
COURGETTES FROMAGE/LARDON,Parmesan
Crêpes de courgettes,3 petites courgettes
Crêpes de courgettes,1 gousse d'ail
Crêpes de courgettes,1/2 bouquet de persil (ou persil surgelé)
Crêpes de courgettes,2dl de crème légère ou de lait
Crêpes de courgettes,75g de farine
Crêpes de courgettes,2 oeufs
Crêpes de courgettes,huile d'olive
crepes salées au sarrasin,250 g de farine de blé noir (sarrasin)
crepes salées au sarrasin,4 tranches de jambon blanc
crepes salées au sarrasin,20 CL d'eau
crepes salées au sarrasin,4 OEUFS
crepes salées au sarrasin,4 OEUFS
crepes salées au sarrasin,50g de beurre
crepes salées au sarrasin,un sachet de gruyère râpé
crepes salées au sarrasin,50 CL de lait
crepes salées au sarrasin,"sel , poivre"
crepes salées au sarrasin,100g de lardons fumés
crepes salées au sarrasin,Garniture
Crevettes à la thaïe,"Sel, poivre"
Crevettes à la thaïe,3 c.s. d'huile d'olive
Crevettes à la thaïe,20cl de crème de coco
Crevettes à la thaïe,1 citron vert
Crevettes à la thaïe,1 à 2 c.c. de curry en poudre
Crevettes à la thaïe,1 oignon blanc
Crevettes à la thaïe,10cl de coulis de tomates
Crevettes à la thaïe,1 gousse d'ail
Crevettes à la thaïe,600 gr de crevettes roses
Crevettes au curry,5 cuillères a café d'huile d'olive
Crevettes au curry,1kg de crevettes roses
Crevettes au curry,3 cuillères a café de curry
Crevettes au curry,5 cuillères à soupe de crême
Crevettes sautées à l'ail,1 gousse d'ail
Crevettes sautées à l'ail,Farine
Crevettes sautées à l'ail,Persil
Crevettes sautées à l'ail,Huile d'olive
Crevettes sautées à l'ail,"Sel, poivre"
Crevettes sautées à l'ail,10 crevettes pour une entrée / 20 pour un plat
Crique ardéchoise (simplissime et délicieux !),2/3 grosses pommes de terre
Crique ardéchoise (simplissime et délicieux !),Fromage de chèvre (facultatif)
Crique ardéchoise (simplissime et délicieux !),Ail
Crique ardéchoise (simplissime et délicieux !),Persil
Crique ardéchoise (simplissime et délicieux !),2 œufs
Crispy tenders KFC,oeuf
Crispy tenders KFC,blanc de poulet
Crispy tenders KFC,"épices ( paprika, herbes,curry,...)"
Crispy tenders KFC,"sel, poivre"
Crispy tenders KFC,huile d'olive
Crispy tenders KFC,cornflakes
Crispy tenders KFC,farine
Croc' Saumon fumé,2 tranches de pain de mie
Croc' Saumon fumé,Pour 1 Croque Monsieur :
Croc' Saumon fumé,1/2 courgette (petite)
Croc' Saumon fumé,Du citron
Croc' Saumon fumé,De l'aneth
Croc' Saumon fumé,1 tranche de saumon fumé
Croc' Saumon fumé,Boursin/Tartare à tartiner
croissants pizza,fromage (gruyère ou mozzarella )
croissants pizza,jambon
croissants pizza,sauce tomate (ou concentré)
croissants pizza,patte feuilleté
croissants pizza,herbe de Provence ou cumin ( pas obligatoire)
Croque à l'italienne,Mozzarella ou fromage de chèvre
Croque à l'italienne,Pain de mie
Croque à l'italienne,Tomate
Croque à l'italienne,Jambon de Bayonne
Croque cake,4 œufs
Croque cake,sel et poivre
Croque cake,9 tranches de fromage à croque monsieur ou hamburger
Croque cake,Salade
Croque cake,25 cl de crème épaisse
Croque cake,4 tranches de jambon
Croque cake,20 grammes de beurre
Croque cake,9 tranches de pain de mie sans croute
Croque monsieur,Beurre
Croque monsieur,Fromage (râpé ou toastinette)
Croque monsieur,2 tranches de jambon
Croque monsieur,4 tranches de pain de mie
Croque monsieur Végétarien,Fromage (type St Môret)
Croque monsieur Végétarien,4 tranches de pain de mie
Croque monsieur Végétarien,Gomashio
Croque monsieur Végétarien,1/2 demi carotte
Croque monsieur Végétarien,1/2 demi aubergine
Croque monsieur Végétarien,Huile d'olive
Croque monsieur Végétarien,Sel
Croque monsieur Végétarien,Gruyère
Croque monsieur Végétarien,Poivre
Croque monsieur Végétarien,1/2 avocat
Croque- Monsieur à l'italienne,Un paquet de pain de mie grandes tranches
Croque- Monsieur à l'italienne,un petit pot de pesto verde
Croque- Monsieur à l'italienne,4 tranches de jambon de bayonne
Croque- Monsieur à l'italienne,une boule de mozza
Croque- Monsieur à l'italienne,2 tomates
Croque-madame (à la poêle),du beurre
Croque-madame (à la poêle),2 tranches de pain de mie
Croque-madame (à la poêle),1 oeuf
Croque-madame (à la poêle),du fromage ( éventuellement rapé)
Croque-madame (à la poêle),1 tranche de jambon blanc
Croque-monsieur au saumon et Boursin,120 g de Boursin ail et fines herbe
Croque-monsieur au saumon et Boursin,300g de saumon frais ou 4 tranches de saumon fumée
Croque-monsieur au saumon et Boursin,4 tranches de pain demi
"Croque-Monsieur Mozarella, Avocat, Tomate",1 avocat
